Job_Title,Company,Location,Experience_Level,Salary,AWS,C++,Data Science,Deep Learning,Docker,Java,JavaScript,Machine Learning,Node.js,Pandas,Python,React,SQL,TensorFlow
1,4,4,2,174000,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,2,1,1,123969,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,3,4,0,128531,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,1,3,0,99097,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,2,1,2,110859,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,4,2,116790,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,4,4,2,125696,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,4,1,2,75648,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,3,1,121779,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,4,4,1,166371,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,4,1,2,96672,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,2,3,0,129109,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,3,1,2,94593,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,1,1,0,69815,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,2,4,0,81302,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,3,3,0,145140,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,2,4,1,133356,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,2,2,0,109282,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,4,2,0,188451,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,3,3,1,181347,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,1,1,0,83814,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1,4,0,141673,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,3,4,2,111940,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,4,3,0,146796,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,3,0,96476,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,2,2,0,192841,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,4,0,0,102278,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,3,3,0,75634,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,2,0,1,186259,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,3,0,112196,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,1,0,158679,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,1,1,1,190861,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,3,2,1,79420,1,0,0,0,1,1,0,0,0,0,0,0,0,0
